Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_12,CPU_TEMP_13,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1783944363343,4056,4056,4056,4056,4056,4056,4056,4056,47.040283203125,47.21241760253906,47.20176696777344,47.512939453125,47.172332763671875,47.378997802734375,46.85630798339844,47.452354431152344,47.260772705078125,47.25843048095703,47.51374816894531,47.608612060546875,46.90088653564453,47.47577667236328,100,100,100,100,0,0,0,0,4.384668827056885,8589934592,1073741824,4418027520,262012928
200,1783944363343,4056,4056,4056,4056,4056,4056,4056,4056,47.040283203125,47.21241760253906,47.20176696777344,47.512939453125,47.172332763671875,47.378997802734375,46.85630798339844,47.452354431152344,47.260772705078125,47.25843048095703,47.51374816894531,47.608612060546875,46.90088653564453,47.47577667236328,100,100,50,0,0,0,50,0,4.384668827056885,8589934592,1073741824,4420009984,262012928
204,1783944363544,4056,4056,4056,4056,4056,4056,4056,4056,47.040283203125,47.21241760253906,47.20176696777344,47.512939453125,47.172332763671875,47.378997802734375,46.85630798339844,47.452354431152344,47.260772705078125,47.25843048095703,47.51374816894531,47.608612060546875,46.90088653564453,47.47577667236328,85,75,73.68421173095703,70,5,0,0,0,4.384668827056885,8589934592,1073741824,4429119488,262012928
204,1783944363750,4056,4056,4056,4056,4056,4056,4056,4056,47.8284912109375,48.012001037597656,47.688018798828125,47.726722717285156,47.61211395263672,47.61701202392578,47.94287872314453,48.218772888183594,48.026390075683594,48.173500061035156,48.416290283203125,48.19184875488281,47.451210021972656,47.90296936035156,90,90.90909576416016,80.95238494873047,80.95238494873047,0,0,0,0,4.384668827056885,8589934592,1073741824,4445880320,262012928
204,1783944363955,4056,4056,4056,4056,4056,4056,4056,4056,47.8284912109375,48.012001037597656,47.688018798828125,47.726722717285156,47.61211395263672,47.61701202392578,47.94287872314453,48.218772888183594,48.026390075683594,48.173500061035156,48.416290283203125,48.19184875488281,47.451210021972656,47.90296936035156,95.23809814453125,89.47368621826172,90,90,0,0,0,0,4.384668827056885,8589934592,1073741824,4450353152,262012928
202,1783944364160,4056,4056,4056,4056,4056,4056,4056,4056,47.8284912109375,48.012001037597656,47.688018798828125,47.726722717285156,47.61211395263672,47.61701202392578,47.94287872314453,48.218772888183594,48.026390075683594,48.173500061035156,48.416290283203125,48.19184875488281,47.451210021972656,47.90296936035156,100,100,100,100,0,0,0,0,4.384668827056885,8589934592,1073741824,4453285888,262012928
204,1783944364363,4056,4056,4056,4056,4056,4056,4056,4056,47.8284912109375,48.012001037597656,47.688018798828125,47.726722717285156,47.61211395263672,47.61701202392578,47.94287872314453,48.218772888183594,48.026390075683594,48.173500061035156,48.416290283203125,48.19184875488281,47.451210021972656,47.90296936035156,100,100,100,100,0,0,0,0,3.3990416526794434,8589934592,1073741824,4337483776,262012928
202,1783944364568,4056,4056,4056,4056,4056,4056,4056,4056,47.8284912109375,48.012001037597656,47.688018798828125,47.726722717285156,47.61211395263672,47.61701202392578,47.94287872314453,48.218772888183594,48.026390075683594,48.173500061035156,48.416290283203125,48.19184875488281,47.451210021972656,47.90296936035156,94.73684692382813,95,90.47618865966797,90.47618865966797,0,0,0,0,3.3990416526794434,8589934592,1073741824,4315070464,262012928
204,1783944364771,4056,4056,4056,4056,4056,4056,4056,4056,47.58631896972656,47.456275939941406,47.346168518066406,47.7086181640625,47.43791198730469,47.47633361816406,47.49907684326172,47.92217254638672,47.614166259765625,47.47356414794922,47.72301483154297,47.66468811035156,47.154693603515625,47.534217834472656,85.71428680419922,73.68421173095703,65,52.38095474243164,0,0,0,0,3.3990416526794434,8589934592,1073741824,4311171072,262012928
203,1783944364976,4056,4056,4056,4056,4056,4056,4056,4056,47.58631896972656,47.456275939941406,47.346168518066406,47.7086181640625,47.43791198730469,47.47633361816406,47.49907684326172,47.92217254638672,47.614166259765625,47.47356414794922,47.72301483154297,47.66468811035156,47.154693603515625,47.534217834472656,85,76.19047546386719,71.42857360839844,63.15789031982422,0,0,0,0,3.3990416526794434,8589934592,1073741824,4312743936,262012928
204,1783944365181,4056,4056,4056,4056,4056,4056,4056,4056,47.58631896972656,47.456275939941406,47.346168518066406,47.7086181640625,47.43791198730469,47.47633361816406,47.49907684326172,47.92217254638672,47.614166259765625,47.47356414794922,47.72301483154297,47.66468811035156,47.154693603515625,47.534217834472656,80,73.68421173095703,75,57.142860412597656,0,0,0,0,3.3990416526794434,8589934592,1073741824,4312956928,262012928
203,1783944365386,4056,4056,4056,4056,4056,4056,4056,4056,47.58631896972656,47.456275939941406,47.346168518066406,47.7086181640625,47.43791198730469,47.47633361816406,47.49907684326172,47.92217254638672,47.614166259765625,47.47356414794922,47.72301483154297,47.66468811035156,47.154693603515625,47.534217834472656,85,71.42857360839844,75,71.42857360839844,0,0,0,0,6.041615962982178,8589934592,1073741824,4299259904,262012928
203,1783944365590,4056,4056,4056,4056,4056,4056,4056,4056,47.58631896972656,47.456275939941406,47.346168518066406,47.7086181640625,47.43791198730469,47.47633361816406,47.49907684326172,47.92217254638672,47.614166259765625,47.47356414794922,47.72301483154297,47.66468811035156,47.154693603515625,47.534217834472656,80.95238494873047,70,70,73.68421173095703,0,0,0,0,6.041615962982178,8589934592,1073741824,4299259904,262012928
204,1783944365795,4056,4056,4056,4056,4056,4056,4056,4056,47.16954040527344,47.298667907714844,47.233238220214844,47.603736877441406,47.203330993652344,47.438209533691406,47.02607727050781,47.53607940673828,47.40180969238281,47.337303161621094,47.53215026855469,47.642059326171875,46.967491149902344,47.48968505859375,89.47368621826172,71.42857360839844,61.904762268066406,65,0,0,0,0,6.041615962982178,8589934592,1073741824,4299259904,262012928
204,1783944366000,4056,4056,4056,4056,4056,4056,4056,4056,47.16954040527344,47.298667907714844,47.233238220214844,47.603736877441406,47.203330993652344,47.438209533691406,47.02607727050781,47.53607940673828,47.40180969238281,47.337303161621094,47.53215026855469,47.642059326171875,46.967491149902344,47.48968505859375,85.71428680419922,75,70,57.142860412597656,0,0,0,0,6.041615962982178,8589934592,1073741824,4299259904,262012928
